식품인증업소 관리 일련번호,업소번호,업소 명,자치구 코드,자치구 명,업종 코드,업종 명,업태 코드,업태 명,업주 명,식품인증구분,식품인증 구분명,인증일자,사용여부,지도표시여부,식품인증업소 등급,지도 Y좌표,지도 X좌표,전화번호,도로명상세주소,도로명주소코드,도로명주소,허가번호,최초작성일자,최종수정일자,업소인증메뉴,교부번호,인증여부
14453,,아그라 (은평),3110000,은평구,101,일반음식점,10122,인도/중동,,18,채식가능음식점,2022-09-01,Y,Y,,37.6536328,126.9504596,02-6975-5470,,,서울특별시 은평구 통일로 1050 4층,,00:00.0,00:00.0,,,N
13820,,본죽 암사롯데팰리스점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5548669,127.1405369,02-442-6288,,,서울특별시 강동구 고덕로 140 (암사동)  프라이어팰리스상가 104호,,00:00.0,00:00.0,,,N
13821,,본 죽&비빔밥 상일동역점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5569687,127.1685593,02-3426-8989,,,서울특별시 강동구 고덕로 385 (고덕동 고덕그라시움아파트(상가4동)) 고덕그라시움 4-복합상가동 215호,,00:00.0,00:00.0,,,N
13822,,본 죽&비빔밥 명일동점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5527398,127.1554327,02-429-9939,,,서울특별시 강동구 동남로73길 13 (명일동) 104호,,00:00.0,00:00.0,,,N
13823,,본죽 고덕래미안점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5589415,127.1520124,02-428-6288,,,서울특별시 강동구 동남로81길 94 (고덕동) 1층,,00:00.0,00:00.0,,,N
13851,,레드라인,3080000,강북구,101,일반음식점,10117,까페,,18,채식가능음식점,2022-09-01,Y,Y,,37.6358274,127.0161977,070-7604-5686,,,서울특별시 강북구 삼양로87길 30,,00:00.0,00:00.0,,,N
13703,,마을찻집 마주이야기,3080000,강북구,101,일반음식점,10117,까페,,14,채식음식점,2022-09-01,Y,Y,,37.6368762,127.0123202,070-8615-6011,,,서울특별시 강북구 인수봉로55길 10,,00:00.0,00:00.0,,,N
13853,,김밥은,3080000,강북구,101,일반음식점,10105,분식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6389229,127.0287564,02-999-4225,,,서울특별시 강북구 한천로 1016,,00:00.0,00:00.0,,,N
13825,,본 죽&비빔밥 굽은다리역점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5466218,127.1441964,02-442-6233,,,서울특별시 강동구 상암로 195 (명일동 에이플러스) 에이플러스 제1층 105호,,00:00.0,00:00.0,,,N
13826,,본죽 암사역점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5496502,127.1283065,02-427-6288,,,서울특별시 강동구 상암로 44 (천호동)  유정빌딩 1층,,00:00.0,00:00.0,,,N
13827,,본 죽&비빔밥 상일2동점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.549808,127.17535,02-481-6288,,,서울특별시 강동구 상일로6길 39 (상일동 강동타워) 1층,,00:00.0,00:00.0,,,N
13828,,본죽 강동구청점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5304142,127.1211988,02-470-6288,,,서울특별시 강동구 성내로 4  ,,00:00.0,00:00.0,,,N
13829,,본죽 강동성심병원점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5371455,127.1346867,02-471-2973,,,서울특별시 강동구 성안로 155 (천호동 강동역두산위브센티움) 101호,,00:00.0,00:00.0,,,N
13830,,본죽 강일지구점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5658338,127.1735094,02-481-6245,,,서울특별시 강동구 아리수로93길 33 (강일동)  베스트프라자 106호,,00:00.0,00:00.0,,,N
13832,,본죽 둔촌동점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5240963,127.1344076,02-472-8988,,,서울특별시 강동구 양재대로 1319 (성내동)  경일빌딩 1층 105호,,00:00.0,00:00.0,,,N
13833,,본죽 명일역점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5506502,127.1442974,02-429-0888,,,서울특별시 강동구 양재대로 1626 (명일동) 1층 103호,,00:00.0,00:00.0,,,N
13834,,본죽 길동시장점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5383572,127.1414393,02-474-6233,,,서울특별시 강동구 양재대로116길 20 (길동) ,,00:00.0,00:00.0,,,N
13836,,본 죽&비빔밥 둔촌보훈병원점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5294506,127.1433404,02-478-6288,,,서울특별시 강동구 진황도로 189 (둔촌동) 1층 101호,,00:00.0,00:00.0,,,N
13838,,본죽 천호로데오점,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5377372,127.128151,02-488-6288,,,서울특별시 강동구 천호대로 1033 (천호동)  강동빌딩 1층,,00:00.0,00:00.0,,,N
13841,,고모네원조콩탕북어찜,3240000,강동구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.529667,127.1359385,02-485-4675,,,서울특별시 강동구 풍성로57길 13,,00:00.0,00:00.0,,,N
13839,,세향마라탕,3240000,강동구,101,일반음식점,10102,중국식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5386043,127.1259909,02-488-8860,,,서울특별시 강동구 천호대로155길 11,,00:00.0,00:00.0,,,N
13840,,송포어스(song for earth),3240000,강동구,101,일반음식점,10117,까페,,18,채식가능음식점,2022-09-01,Y,Y,,37.5334555,127.1254853,070-8095-3534,,,서울특별시 강동구 풍성로35길 34,,00:00.0,00:00.0,,,N
13842,,샐러디 (고덕역점),3240000,강동구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5547163,127.1546294,262477302,,,서울특별시 강동구 고덕로 262 1층 102호(명일동 고덕역 효성해링턴 타워 더퍼스트),,00:00.0,00:00.0,,,N
13843,,샐러디 (명일역점),3240000,강동구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5506502,127.1442974,7040485357,,,서울특별시 강동구 양재대로 1626 107호 (명일동),,00:00.0,00:00.0,,,N
13844,,샐러디 (강동역점),3240000,강동구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5368038,127.1347812,7075435712,,,서울특별시 강동구 진황도로 74 1층(천호동),,00:00.0,00:00.0,,,N
13837,,디어그린,3240000,강동구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5387934,127.1247553,02-2225-8601,,,서울특별시 강동구 천호대로 1005 현대백화점천호점 지하 2층,,00:00.0,00:00.0,,,N
13835,,샐러디 (천호역점),3240000,강동구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5407689,127.1238383,7077583235,,,서울특별시 강동구 올림픽로 663 1층 103호(천호동 아스하임),,00:00.0,00:00.0,,,N
13831,,퀴즈노스 (둔촌사거리),3240000,강동구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5224871,127.1336908,02-477-7004,,,서울특별시 강동구 양재대로 1299,,00:00.0,00:00.0,,,N
13824,,콩플레,3240000,강동구,101,일반음식점,10123,베이커리,,18,채식가능음식점,2022-09-01,Y,Y,,37.5595987,127.1531934,02-427-0809,,,서울특별시 강동구 동남로83길 67,,00:00.0,00:00.0,,,N
14276,,본죽 송파엄마손점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5016847,127.1086537,02-424-6289,,,서울특별시 송파구 가락로 113 (석촌동)  금도빌딩 101호,,00:00.0,00:00.0,,,N
14277,,본죽 송파점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5042161,127.1145615,02-414-3364,,,서울특별시 송파구 가락로 176 (송파동)  경진빌딩 1층,,00:00.0,00:00.0,,,N
14279,,본도시락 강동구청역점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5275953,127.1165593,02-477-9285,,,서울특별시 송파구 강동대로9길 14-1 1층 ,,00:00.0,00:00.0,,,N
14280,,본죽 문정로데오점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.489907,127.1241953,02-404-6282,,,서울특별시 송파구 동남로6길 3 (문정동)  1층,,00:00.0,00:00.0,,,N
14282,,본죽 마천동점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4980511,127.146142,02-448-8385,,,서울특별시 송파구 마천로 264 (거여동 흥일빌딩) ,,00:00.0,00:00.0,,,N
14283,,본죽 방이역점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5093677,127.1239114,02-423-6233,,,서울특별시 송파구 마천로 28 (방이동) ,,00:00.0,00:00.0,,,N
14284,,본죽 삼전동점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5038236,127.0890165,02-424-6282,,,서울특별시 송파구 백제고분로 202 (삼전동)  두레빌딩 1층,,00:00.0,00:00.0,,,N
14286,,본죽 방이시장점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5113248,127.1144888,02-416-6288,,,서울특별시 송파구 백제고분로48길 12 (방이동)  1층,,00:00.0,00:00.0,,,N
14290,,본도시락 송파삼전점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5063046,127.09411,02-2202-4283,,,서울특별시 송파구 삼학사로19길 28  캔쇼빌딩,,00:00.0,00:00.0,,,N
14291,,본 죽&비빔밥 잠실레이크팰리스점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5070564,127.0922686,02-418-6233,,,서울특별시 송파구 석촌호수로 138 (삼전동 유시에셋) 1층,,00:00.0,00:00.0,,,N
14292,,본 죽&비빔밥 문정법조단지점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.484859,127.1214839,02-2054-8282,,,서울특별시 송파구 송파대로 167 (문정동 문정역테라타워) B동 1층 130호,,00:00.0,00:00.0,,,N
14293,,본죽 송파석촌점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5065538,127.1055194,02-425-6282,,,서울특별시 송파구 송파대로 451 (석촌동) ,,00:00.0,00:00.0,,,N
14295,,본죽 송파가락점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4946042,127.1184973,02-400-5515,,,서울특별시 송파구 송파대로30길 16 송파가락두산위브센티움 1층 ,,00:00.0,00:00.0,,,N
14297,,본죽 올림픽점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5154244,127.1326752,02-448-1688,,,서울특별시 송파구 양재대로 1222 (방이동)  중심상가1층 210호,,00:00.0,00:00.0,,,N
13855,,본죽 수유점,3080000,강북구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6402972,127.0260531,02-908-6233,,,서울특별시 강북구 한천로 1043 (수유동)  ,,00:00.0,00:00.0,,,N
13854,,본 죽&비빔밥 수유점,3080000,강북구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6402972,127.0260531,02-908-6233,,,서울특별시 강북구 한천로 1043 (수유동) ,,00:00.0,00:00.0,,,N
13852,,본죽 번동점,3080000,강북구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6280189,127.0406804,02-985-6233,,,서울특별시 강북구 오현로32길 28 금영빌딩 ,,00:00.0,00:00.0,,,N
13848,,본죽 우이사거리점,3080000,강북구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6412551,127.0166133,02-990-6282,,,서울특별시 강북구 삼양로 423(수유동) ,,00:00.0,00:00.0,,,N
13847,,본죽 삼양사거리점,3080000,강북구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6188744,127.021054,02-980-6233,,,서울특별시 강북구 삼양로 167 (미아동)  ,,00:00.0,00:00.0,,,N
13845,,본죽 수유사거리점,3080000,강북구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6339024,127.0230889,02-989-6277,,,서울특별시 강북구 도봉로 285 (수유동) 1층,,00:00.0,00:00.0,,,N
14298,,본죽 개롱역점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4972199,127.135928,02-400-6113,,,서울특별시 송파구 오금로 414 (가락동 명문빌딩) 104호,,00:00.0,00:00.0,,,N
14300,,본도시락 가락본동점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5001465,127.1234537,02-431-4282,,,서울특별시 송파구 오금로36길 41 (가락동) 1층,,00:00.0,00:00.0,,,N
14301,,본죽 거여동점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4927453,127.1438502,02-448-1577,,,서울특별시 송파구 오금로54길 38 (거여동 거여팰리스) 1층 102호 ,,00:00.0,00:00.0,,,N
14303,,본죽 신천점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.512085,127.0841992,02-2202-6288,,,서울특별시 송파구 올림픽로 119 (잠실동)  파인애플상가 B동 910호,,00:00.0,00:00.0,,,N
14313,,본 죽&비빔밥 잠실점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5174024,127.1007745,02-3432-6288,,,서울특별시 송파구 올림픽로35길 112 장미아파트 비상가 1동 104호 ,,00:00.0,00:00.0,,,N
14314,,본도시락 잠실새내점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5099171,127.0800293,02-422-4288,,,서울특별시 송파구 올림픽로8길 20 (잠실동 잠실아이파크) 106호,,00:00.0,00:00.0,,,N
14315,,본도시락 위례중앙점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4747889,127.1416131,02-2043-4282,,,서울특별시 송파구 위례광장로 120 (장지동 위례중앙푸르지오1단지) B05-1,,00:00.0,00:00.0,,,N
14317,,본죽 위례중앙점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4754524,127.1411532,02-401-6288,,,서울특별시 송파구 위례광장로 136 (장지동 위례아이파크) 위례아이파크3동 C137호,,00:00.0,00:00.0,,,N
14027,,죠샌드위치 (도봉한신),3090000,도봉구,104,휴게음식점,10414,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6843537,127.0499096,02-954-1778,,,서울특별시 도봉구 도봉로180나길 41,,00:00.0,00:00.0,,,N
14318,,본도시락 방이역점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5099225,127.1246062,02-425-4282,,,서울특별시 송파구 위례성대로18길 28-7 (방이동)   ,,00:00.0,00:00.0,,,N
14320,,본죽 오금점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5025696,127.1257778,02-407-6288,,,서울특별시 송파구 중대로23길 20 (가락동 우정에쉐르)  우정에쉐르106호,,00:00.0,00:00.0,,,N
14322,,본도시락 문정법조타운점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4801326,127.1196284,02-449-4282,,,서울특별시 송파구 충민로 5 (문정동 송파한화오벨리스크) 119호,,00:00.0,00:00.0,,,N
14323,,본 죽&비빔밥 장지파인타운점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4776394,127.1272781,02-443-6288,,,서울특별시 송파구 충민로2길 24 (장지동 리더스프라자) 101호,,00:00.0,00:00.0,,,N
14324,,본죽 풍납동점,3230000,송파구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5306704,127.1132871,02-484-6288,,,서울특별시 송파구 토성로 25 (풍납동) ,,00:00.0,00:00.0,,,N
14296,,샐러디치오도씨,3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5087504,127.1052669,02-421-5556,,,서울특별시 송파구 송파대로48길 7,,00:00.0,00:00.0,,,N
14285,,인딕슬로우 (송파),3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.510371,127.1086749,02-423-0100,,,서울특별시 송파구 백제고분로45길 28 벤도치빌딩2층,,00:00.0,00:00.0,,,N
14281,,코코루시아,3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5094825,127.1235933,02-418-7010,,,서울특별시 송파구 마천로 24,,00:00.0,00:00.0,,,N
14278,,그리너샐러드 잠실점,3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.501559,127.1063254,02-2203-9953,,,서울특별시 송파구 가락로15길 7-1,,00:00.0,00:00.0,,,N
14302,,도스타코스 (송파),3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.512085,127.0841992,02-417-3677,,,서울특별시 송파구 올림픽로 119,,00:00.0,00:00.0,,,N
14305,,바토스 잠실점,3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5114215,127.0974981,02-2143-7073,,,서울특별시 송파구 올림픽로 240,,00:00.0,00:00.0,,,N
14308,,온더보더 (롯데월드몰),3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5129211,127.1027399,02-3213-4615,,,서울특별시 송파구 올림픽로 300,,00:00.0,00:00.0,,,N
14312,,모던파머스,3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5162656,127.1041365,02-414-0905,,,서울특별시 송파구 올림픽로35가길 11,,00:00.0,00:00.0,,,N
14319,,퀴즈노스 (방이역),3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5096376,127.1250733,02-6406-0606,,,서울특별시 송파구 위례성대로18길 31,,00:00.0,00:00.0,,,N
14321,,풍납동 미도리,3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5376359,127.1217703,02-485-4155,,,서울특별시 송파구 천호대로152길 13 성신빌라,,00:00.0,00:00.0,,,N
14325,,샐러디 (잠실삼전역점),3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5047147,127.0877276,220421005,,,서울특별시 송파구 백제고분로 187 1층 106호(잠실동 파크인-수),,00:00.0,00:00.0,,,N
14326,,샐러디 (문정엠스테이트점),3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4856372,127.1207172,261779210,,,서울특별시 송파구 법원로 114 제이동 비176호(문정동 엠스테이트),,00:00.0,00:00.0,,,N
14327,,샐러디 (석촌호수점),3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5067775,127.1053131,24235001,,,서울특별시 송파구 송파대로 453 1층 102호(석촌동 레이크빌빌딩),,00:00.0,00:00.0,,,N
14328,,샐러디 (마천역점),3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4939907,127.1503611,7075372539,,,서울특별시 송파구 오금로 551 근린생활시설 208동 108호(거여동 e편한세상 송파 파크센트럴),,00:00.0,00:00.0,,,N
14329,,샐러디 (방이점),3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5156431,127.1111913,24183999,,,서울특별시 송파구 오금로11길 37 1층 102호(방이동 대명벨리온),,00:00.0,00:00.0,,,N
14330,,샐러디 (잠실스타파크점),3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5168936,127.1025792,7040423343,,,서울특별시 송파구 올림픽로35가길 10 상가동 1층 117호(신천동잠실 더샵스타파크),,00:00.0,00:00.0,,,N
14331,,샐러디 (가락점),3230000,송파구,101,일반음식점,10121,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4947829,127.1219218,24310365,,,서울특별시 송파구 중대로 127 1층 105호(가락동 한화오벨리스크),,00:00.0,00:00.0,,,N
14309,,아그라 (잠실에비뉴엘점),3230000,송파구,101,일반음식점,10122,인도/중동,,18,채식가능음식점,2022-09-01,Y,Y,,37.5129211,127.1027399,02-3213-2633,,,서울특별시 송파구 올림픽로 300 (잠실롯데월드몰 에비뉴동 6층),,00:00.0,00:00.0,,,N
14307,,강가 (잠실),3230000,송파구,101,일반음식점,10122,인도/중동,,18,채식가능음식점,2022-09-01,Y,Y,,37.5129211,127.1027399,02-3213-4636,,,서울특별시 송파구 올림픽로 300,,00:00.0,00:00.0,,,N
14306,,아그라 (잠실롯데백화점),3230000,송파구,101,일반음식점,10122,인도/중동,,18,채식가능음식점,2022-09-01,Y,Y,,37.5114215,127.0974981,02-2143-1975,,,서울특별시 송파구 올림픽로 240 (롯데백화점 11층),,00:00.0,00:00.0,,,N
14288,,포켓파크,3230000,송파구,101,일반음식점,10123,베이커리,,18,채식가능음식점,2022-09-01,Y,Y,,37.4850246,127.1183159,0507-1383-3666,,,서울특별시 송파구 법원로11길 11 B동 146호,,00:00.0,00:00.0,,,N
14316,,퀴즈노스 (위례),3230000,송파구,104,휴게음식점,10414,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4764772,127.1420686,02-6014-5900,,,서울특별시 송파구 위례광장로 136,,00:00.0,00:00.0,,,N
14289,,죠샌드위치 (문정법조타운),3230000,송파구,104,휴게음식점,10414,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4850657,127.1165854,0507-1445-0286,,,서울특별시 송파구 법원로11길 25 H비지니스파크 A-117호,,00:00.0,00:00.0,,,N
14030,,본 죽&비빔밥 덕성여대점,3090000,도봉구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6507338,127.0133719,02-995-5656,,,서울특별시 도봉구 삼양로 534 (쌍문동) ,,00:00.0,00:00.0,,,N
14029,,본도시락 방학사거리점,3090000,도봉구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6631573,127.0404777,02-955-4282,,,서울특별시 도봉구 방학로 106 (방학동) ,,00:00.0,00:00.0,,,N
14028,,본죽 도봉월드점,3090000,도봉구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6680404,127.0470798,02-955-5577,,,서울특별시 도봉구 마들로 650 (방학동) 216호,,00:00.0,00:00.0,,,N
14026,,콩밭뜰,3090000,도봉구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.645805,127.0373355,070-8182-7757,,,서울특별시 도봉구 도봉로110아길 10,,00:00.0,00:00.0,,,N
14025,,본죽 쌍문한일병원점,3090000,도봉구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6471796,127.0302467,02-903-6288,,,서울특별시 도봉구 도봉로109길 58 (쌍문동) ,,00:00.0,00:00.0,,,N
14024,,본죽 도봉동점,3090000,도봉구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6837429,127.0456772,02-954-6288,,,서울특별시 도봉구 도봉로 887 (도봉동)  ,,00:00.0,00:00.0,,,N
14023,,본 죽&비빔밥 쌍문점,3090000,도봉구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6594921,127.035198,02-908-6282,,,서울특별시 도봉구 도당로 14 (쌍문동 다보빌딩) 1층,,00:00.0,00:00.0,,,N
14022,,본죽 신창점[신창시장],3090000,도봉구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6397396,127.0393739,02-993-6288,,,서울특별시 도봉구 덕릉로 250 (창동)  ,,00:00.0,00:00.0,,,N
14021,,본 죽&비빔밥 창4동점,3090000,도봉구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6536911,127.0509463,02-991-6288,,,서울특별시 도봉구 노해로69길 26 (창동 창동시티월드) 창동씨티월드 1층,,00:00.0,00:00.0,,,N
14020,,본 죽&비빔밥 창동점,3090000,도봉구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.6531948,127.0452636,02-902-4850,,,서울특별시 도봉구 노해로63가길 12 (창동) ,,00:00.0,00:00.0,,,N
14299,,퀴즈노스 (송파방이동),3230000,송파구,104,휴게음식점,10414,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5142402,127.1079614,02-785-3949,,,서울특별시 송파구 오금로11길 6,,00:00.0,00:00.0,,,N
14294,,퀴즈노스 (가락),3230000,송파구,104,휴게음식점,10414,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4947778,127.1200333,02-2043-2308,,,서울특별시 송파구 송파대로28길 27 102-105,,00:00.0,00:00.0,,,N
14304,,죠샌드위치 (잠실엘스),3230000,송파구,104,휴게음식점,10414,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.512085,127.0841992,02-2202-3487,,,서울특별시 송파구 올림픽로 119 잠실파인애플상가,,00:00.0,00:00.0,,,N
14287,,퀴즈노스 (문정법조타운),3230000,송파구,104,휴게음식점,10414,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4850246,127.1183159,0507-1437-0157,,,서울특별시 송파구 법원로11길 11 A동 131호,,00:00.0,00:00.0,,,N
14311,,죠샌드위치 (올림픽공원),3230000,송파구,104,휴게음식점,10414,양식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5203939,127.1138839,02--417-3227,,,서울특별시 송파구 올림픽로 417 101호102호,,00:00.0,00:00.0,,,N
14310,,스무디킹 (롯데월드몰),3230000,송파구,104,휴게음식점,10418,카페,,18,채식가능음식점,2022-09-01,Y,Y,,37.5129211,127.1027399,02-3213-4771,,,서울특별시 송파구 올림픽로 300 롯데월드몰 B1,,00:00.0,00:00.0,,,N
13773,,본죽 강남세브란스사거리점,3220000,강남구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.495892,127.0464782,02-557-6277,,,서울특별시 강남구 언주로 314 (역삼동)  강남프라자 108호,,00:00.0,00:00.0,,,N
13774,,명동칼국수샤브샤브 (역삼디오빌),3220000,강남구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5013935,127.0426534,02-2193-6060,,,서울특별시 강남구 언주로 427,,00:00.0,00:00.0,,,N
13775,,더드림 (본점),3220000,강남구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.5004802,127.0422466,02-567-4323,,,서울특별시 강남구 언주로85길 13,,00:00.0,00:00.0,,,N
13778,,본도시락 역삼초교점,3220000,강남구,101,일반음식점,10101,한식,,18,채식가능음식점,2022-09-01,Y,Y,,37.4944942,127.0330273,02-558-4282,,,서울특별시 강남구 역삼로7길 7 (역삼동)   ,,00:00.0,00:00.0,,,N
