Region,Animal species,Production system,Commodity,Emission Intensity (kg CO2e per kg protein),Production (kg protein),Total GHG emissions (kg CO2e),Total CO2 emissions (kg CO2e),Total CH4 emissions (kg CO2e),Total N2O emissions (kg CO2e),"Feed, CO2 (kg CO2e)","Feed, CH4 (kg CO2e)","Feed: fertilizer & crop residues, N2O (kg CO2e)","Feed: applied & deposited manure, N2O (kg CO2e)","LUC: soy & palm, CO2 (kg CO2e)","LUC: pasture expansion, CO2 (kg CO2e)","Enteric fermentation, CH4 (kg CO2e)","Manure management, CH4 (kg CO2e)","Manure management, N2O (kg CO2e)","Direct energy, CO2 (kg CO2e)","Indirect energy, CO2 (kg CO2e)","Postfarm, CO2 (kg CO2e)"
Eastern Europe,Buffaloes,Aggregated,Aggregated,133.9,1469520.00,196757011.00,36468169.00,106104129.00,54184713.00,25451384.00,,11281719.00,30901711.00,3921843.00,,101415588.00,4688541.00,12001282.00,1691611.00,693628.00,4709703.00
Eastern Europe,Buffaloes,Aggregated,Milk,103,908254.00,93562217.00,20363485.00,47807008.00,25391723.00,13578990.00,,6548077.00,13563549.00,1150294.00,,45357568.00,2449441.00,5280097.00,1294387.00,130344.00,4209470.00
Eastern Europe,Buffaloes,Aggregated,Meat,183.9,561266.00,103194795.00,16104684.00,58297120.00,28792990.00,11872393.00,,4733643.00,17338162.00,2771549.00,,56058021.00,2239100.00,6721186.00,397224.00,563285.00,500233.00
Eastern Europe,Buffaloes,Grassland systems,Aggregated,120,403148.00,48379080.00,8142465.00,26581152.00,13655463.00,5100431.00,,2225283.00,8409792.00,1194856.00,,25532459.00,1048693.00,3020388.00,454431.00,60789.00,1331957.00
Eastern Europe,Buffaloes,Grassland systems,Milk,93.7,263895.00,24729792.00,4222863.00,13627091.00,6879838.00,2258954.00,,999545.00,4379360.00,370638.00,,12996847.00,630244.00,1500932.00,372274.00,13516.00,1207482.00
Eastern Europe,Buffaloes,Grassland systems,Meat,169.8,139253.00,23649288.00,3919602.00,12954061.00,6775625.00,2841477.00,,1225738.00,4030431.00,824218.00,,12535612.00,418449.00,1519456.00,82157.00,47273.00,124476.00
Eastern Europe,Buffaloes,Mixed systems,Aggregated,139.1,1066372.00,148377932.00,28325704.00,79522977.00,40529250.00,20350952.00,,9056436.00,22491920.00,2726987.00,,75883130.00,3639848.00,8980894.00,1237179.00,632840.00,3377746.00
Eastern Europe,Buffaloes,Mixed systems,Milk,106.8,644359.00,68832425.00,16140622.00,34179918.00,18511885.00,11320036.00,,5548532.00,9184189.00,779656.00,,32360721.00,1819197.00,3779164.00,922113.00,116828.00,3001989.00
Eastern Europe,Buffaloes,Mixed systems,Meat,188.5,422013.00,79545507.00,12185082.00,45343060.00,22017365.00,9030916.00,,3507905.00,13307731.00,1947331.00,,43522409.00,1820651.00,5201730.00,315066.00,516012.00,375757.00
Eastern Europe,Sheep,Aggregated,Aggregated,78.1,45669487.00,3567262072.00,627867190.00,2260255937.00,679138945.00,406194570.00,,192930190.00,422028825.00,44576807.00,,2194535809.00,65720128.00,64179931.00,12108163.00,112472386.00,52515263.00
Eastern Europe,Sheep,Aggregated,Milk,82.2,28407599.00,2335786266.00,408509358.00,1504255354.00,423021555.00,271306146.00,,126896787.00,256575632.00,34189676.00,,1464356233.00,39899120.00,39549135.00,3202862.00,87897359.00,11913313.00
Eastern Europe,Sheep,Aggregated,Meat,71.3,17261888.00,1231475806.00,219357832.00,756000583.00,256117390.00,134888424.00,,66033402.00,165453193.00,10387130.00,,730179576.00,25821007.00,24630795.00,8905301.00,24575027.00,40601950.00
Eastern Europe,Sheep,Grassland systems,Aggregated,73.7,12144894.00,894550229.00,153028665.00,571291026.00,170230539.00,95295225.00,,44873361.00,109735495.00,12347627.00,,554985572.00,16305454.00,15621683.00,1917810.00,30506281.00,12961721.00
Eastern Europe,Sheep,Grassland systems,Milk,78.8,7849980.00,618658793.00,102371561.00,404015414.00,112271818.00,64852095.00,,30029992.00,71478733.00,9533708.00,,393340468.00,10674946.00,10763093.00,853409.00,24260583.00,2871766.00
Eastern Europe,Sheep,Grassland systems,Meat,64.2,4294914.00,275891436.00,50657104.00,167275612.00,57958720.00,30443130.00,,14843369.00,38256762.00,2813919.00,,161645103.00,5630509.00,4858590.00,1064401.00,6245699.00,10089955.00
Eastern Europe,Sheep,Mixed systems,Aggregated,79.7,33524593.00,2672711843.00,474838526.00,1688964911.00,508908406.00,310899345.00,,148056829.00,312293330.00,32229180.00,,1639550237.00,49414673.00,48558248.00,10190353.00,81966105.00,39553542.00
Eastern Europe,Sheep,Mixed systems,Milk,83.5,20557619.00,1717127473.00,306137797.00,1100239940.00,310749737.00,206454051.00,,96866795.00,185096900.00,24655969.00,,1071015765.00,29224175.00,28786042.00,2349453.00,63636777.00,9041548.00
Eastern Europe,Sheep,Mixed systems,Meat,73.7,12966974.00,955584370.00,168700729.00,588724971.00,198158670.00,104445295.00,,51190034.00,127196430.00,7573211.00,,568534472.00,20190499.00,19772206.00,7840900.00,18329328.00,30511995.00
Eastern Europe,Goats,Aggregated,Aggregated,65.5,11416002.00,747580792.00,151515632.00,460067484.00,135997676.00,89980095.00,,41935585.00,85381631.00,4516016.00,,448044231.00,12023253.00,8680459.00,9279852.00,32090876.00,15648793.00
Eastern Europe,Goats,Aggregated,Milk,49.4,7539423.00,372477588.00,69076181.00,243889240.00,59512167.00,35458800.00,,15706822.00,38014273.00,3192063.00,,237890437.00,5998803.00,5791073.00,314876.00,25687188.00,4423254.00
Eastern Europe,Goats,Aggregated,Meat,96.8,3876579.00,375103204.00,82439451.00,216178244.00,76485509.00,54521295.00,,26228764.00,47367359.00,1323952.00,,210153794.00,6024450.00,2889386.00,8964975.00,6403689.00,11225539.00
Eastern Europe,Goats,Grassland systems,Aggregated,68.6,2286716.00,156930372.00,29758120.00,97408383.00,29763870.00,17141839.00,,8458778.00,19062755.00,1049813.00,,94760246.00,2648137.00,2242336.00,2292358.00,5826604.00,3447505.00
Eastern Europe,Goats,Grassland systems,Milk,52.3,1443176.00,75424590.00,14852758.00,47071296.00,13500536.00,8620301.00,,4298397.00,7654214.00,737635.00,,45819304.00,1251992.00,1547925.00,59194.00,4430791.00,1004836.00
Eastern Europe,Goats,Grassland systems,Meat,96.6,843541.00,81505782.00,14905362.00,50337087.00,16263334.00,8521538.00,,4160382.00,11408541.00,312178.00,,48940941.00,1396145.00,694411.00,2233164.00,1395813.00,2442669.00
Eastern Europe,Goats,Mixed systems,Aggregated,64.7,9129285.00,590650419.00,121757513.00,362659101.00,106233806.00,72838256.00,,33476807.00,66318876.00,3466203.00,,353283985.00,9375116.00,6438123.00,6987494.00,26264272.00,12201288.00
Eastern Europe,Goats,Mixed systems,Milk,48.7,6096247.00,297052998.00,54223423.00,196817944.00,46011631.00,26838499.00,,11408425.00,30360059.00,2454428.00,,192071133.00,4746811.00,4243148.00,255683.00,21256397.00,3418417.00
Eastern Europe,Goats,Mixed systems,Meat,96.8,3033038.00,293597421.00,67534089.00,165841157.00,60222175.00,45999757.00,,22068382.00,35958817.00,1011774.00,,161212852.00,4628305.00,2194976.00,6731811.00,5007876.00,8782871.00
Eastern Europe,Pigs,Aggregated,Meat,44.2,709829816.00,31377471747.00,17839301663.00,6200865005.00,7337305079.00,9884155008.00,2786854.00,3606938113.00,892959255.00,5882504213.00,,1305472799.00,4892605351.00,2837407712.00,781981501.00,136138063.00,1154522877.00
Eastern Europe,Pigs,Backyard systems,Meat,37.7,119842334.00,4514889614.00,1025867243.00,1918549616.00,1570472755.00,1022136360.00,1703992.00,483887399.00,263432899.00,,,324989125.00,1591856499.00,823152458.00,,3730883.00,
Eastern Europe,Pigs,Intermediate systems,Meat,44.2,155565054.00,6877427241.00,4000080283.00,1278325439.00,1599021519.00,2257610334.00,1082862.00,849807222.00,171807600.00,1355632708.00,,302149830.00,975092747.00,577406697.00,80566822.00,27423940.00,278846478.00
Eastern Europe,Pigs,Industrial systems,Meat,46,434422429.00,19985154892.00,12813354137.00,3003989949.00,4167810805.00,6604408314.00,,2273243492.00,457718757.00,4526871505.00,,678333845.00,2325656105.00,1436848557.00,701414680.00,104983240.00,875676399.00
Eastern Europe,Chicken,Aggregated,Aggregated,18.8,639751607.00,11995471290.00,7464936286.00,303178113.00,4227356890.00,4972597267.00,1456744.00,1976076819.00,520936096.00,416067600.00,,,301721369.00,1730343974.00,1132031649.00,153906723.00,790333047.00
Eastern Europe,Chicken,Aggregated,Eggs,16.4,281685140.00,4619856337.00,2314024002.00,131722693.00,2174109641.00,1862548139.00,1129063.00,750242315.00,255542394.00,38042761.00,,,130593630.00,1168324932.00,165546346.00,9795425.00,238091331.00
Eastern Europe,Chicken,Aggregated,Meat,20.6,358066467.00,7375614953.00,5150912284.00,171455420.00,2053247249.00,3110049128.00,327682.00,1225834504.00,265393702.00,378024839.00,,,171127738.00,562019043.00,966485303.00,144111299.00,552241716.00
Eastern Europe,Chicken,Backyard systems,Aggregated,17.7,124005957.00,2191983612.00,605384489.00,73712537.00,1512886587.00,605384489.00,1456744.00,270906555.00,198142182.00,,,,72255793.00,1043837849.00,,,
Eastern Europe,Chicken,Backyard systems,Eggs,16.3,104164464.00,1693053609.00,468388304.00,56994083.00,1167671221.00,468388304.00,1129063.00,209438592.00,153406650.00,,,,55865020.00,804825980.00,,,
Eastern Europe,Chicken,Backyard systems,Meat,25.1,19841493.00,498930004.00,136996185.00,16718454.00,345215365.00,136996185.00,327682.00,61467964.00,44735532.00,,,,16390772.00,239011869.00,,,
Eastern Europe,Chicken,Layers,Aggregated,17.1,192886091.00,3291634277.00,2082390739.00,85343354.00,1123900184.00,1569515542.00,,599881828.00,112592695.00,42156374.00,,,85343354.00,411425661.00,195335724.00,12287041.00,263096058.00
Eastern Europe,Chicken,Layers,Eggs,16.5,177520676.00,2926802728.00,1845635698.00,74728610.00,1006438420.00,1394159835.00,,540803723.00,102135745.00,38042761.00,,,74728610.00,363498952.00,165546346.00,9795425.00,238091331.00
Eastern Europe,Chicken,Layers,Meat,23.7,15365416.00,364831549.00,236755040.00,10614744.00,117461765.00,175355707.00,,59078105.00,10456950.00,4113613.00,,,10614744.00,47926709.00,29789378.00,2491616.00,25004727.00
Eastern Europe,Chicken,Broilers,Aggregated,20.2,322859559.00,6511853400.00,4777161059.00,144122222.00,1590570119.00,2797697237.00,,1105288436.00,210201219.00,373911225.00,,,144122222.00,275080464.00,936695925.00,141619683.00,527236989.00
Eastern Europe,Chicken,Broilers,Meat,20.2,322859559.00,6511853400.00,4777161059.00,144122222.00,1590570119.00,2797697237.00,,1105288436.00,210201219.00,373911225.00,,,144122222.00,275080464.00,936695925.00,141619683.00,527236989.00
Latin America and the Caribbean,Cattle,Aggregated,Aggregated,282.9,5746575608.00,1625545397634.00,501350536311.00,827373344110.00,296821517214.00,73585163406.00,,27334464846.00,239052928078.00,23989989504.00,387006214286.00,808391873338.00,18981470772.00,30434124290.00,6366527399.00,2660915822.00,7741725894.00
Latin America and the Caribbean,Cattle,Aggregated,Milk,108.7,2456903385.00,267025354686.00,32327882383.00,177639432384.00,57058039919.00,18446816795.00,,6506040301.00,35782791157.00,5100311165.00,,172737145957.00,4902286427.00,14769208461.00,3760714711.00,317475161.00,4702564551.00
Latin America and the Caribbean,Cattle,Aggregated,Meat,413,3289672223.00,1358520042948.00,469022653927.00,649733911726.00,239763477294.00,55138346611.00,,20828424545.00,203270136921.00,18889678338.00,387006214286.00,635654727381.00,14079184345.00,15664915828.00,2605812688.00,2343440661.00,3039161343.00
Latin America and the Caribbean,Cattle,Grassland systems,Aggregated,421.3,2190286671.00,922807406018.00,424027312552.00,369009572626.00,129770520839.00,27574522468.00,,10171561850.00,109547801325.00,3419464705.00,387006214286.00,360249963819.00,8759608807.00,10051157664.00,2198616029.00,936656482.00,2891838584.00
Latin America and the Caribbean,Cattle,Grassland systems,Milk,120.3,930917325.00,112021795530.00,10299642947.00,76776928746.00,24945223836.00,6431473844.00,,2329013714.00,18454743169.00,647173673.00,,74571588693.00,2205340053.00,4161466953.00,1284787793.00,150215745.00,1785991892.00
Latin America and the Caribbean,Cattle,Grassland systems,Meat,643.8,1259369346.00,810785610488.00,413727669605.00,292232643880.00,104825297003.00,21143048624.00,,7842548136.00,91093058156.00,2772291031.00,387006214286.00,285678375126.00,6554268754.00,5889690711.00,913828236.00,786440737.00,1105846692.00
Latin America and the Caribbean,Cattle,Mixed systems,Aggregated,200.4,3397566250.00,680855024379.00,72945990555.00,445900071297.00,162008962527.00,43702762347.00,,16376814468.00,126077824087.00,18936189162.00,,436002865950.00,9897205348.00,19554323971.00,4039142930.00,1596415850.00,4671480265.00
Latin America and the Caribbean,Cattle,Mixed systems,Milk,101.6,1525986060.00,155003559156.00,22028239436.00,100862503638.00,32112816083.00,12015342950.00,,4177026587.00,17328047988.00,4453137492.00,,98165557264.00,2696946374.00,10607741509.00,2475926918.00,167259417.00,2916572659.00
Latin America and the Caribbean,Cattle,Mixed systems,Meat,281,1871580190.00,525851465223.00,50917751119.00,345037567660.00,129896146444.00,31687419397.00,,12199787881.00,108749776100.00,14483051670.00,,337837308686.00,7200258974.00,8946582463.00,1563216012.00,1429156434.00,1754907606.00
Latin America and the Caribbean,Cattle,Feedlots,Aggregated,137.9,158722687.00,21882967238.00,4377233204.00,12463700186.00,5042033848.00,2307878591.00,,786088527.00,3427302666.00,1634335637.00,,12139043569.00,324656618.00,828642655.00,128768440.00,127843490.00,178407046.00
Latin America and the Caribbean,Cattle,Feedlots,Meat,137.9,158722687.00,21882967238.00,4377233204.00,12463700186.00,5042033848.00,2307878591.00,,786088527.00,3427302666.00,1634335637.00,,12139043569.00,324656618.00,828642655.00,128768440.00,127843490.00,178407046.00
Latin America and the Caribbean,Buffaloes,Aggregated,Aggregated,188.9,32683557.00,6174659754.00,635119420.00,4332548724.00,1206991611.00,466742594.00,,199013426.00,826339931.00,76490703.00,,4233105387.00,99443337.00,181638253.00,26927495.00,10554167.00,54404461.00
Latin America and the Caribbean,Buffaloes,Aggregated,Milk,115.8,12424745.00,1439343088.00,186182342.00,984891336.00,268269410.00,119562132.00,,41874709.00,124559386.00,18150322.00,,962361314.00,22530022.00,101835316.00,12818813.00,681149.00,34969926.00
Latin America and the Caribbean,Buffaloes,Aggregated,Meat,233.7,20258812.00,4735316666.00,448937078.00,3347657388.00,938722201.00,347180462.00,,157138717.00,701780545.00,58340381.00,,3270744073.00,76913315.00,79802938.00,14108681.00,9873018.00,19434535.00
Latin America and the Caribbean,Buffaloes,Grassland systems,Aggregated,186.9,19850015.00,3710025478.00,413674959.00,2661648881.00,634701639.00,312373659.00,,130194837.00,398890431.00,46972809.00,,2599045506.00,62603375.00,105616371.00,14863794.00,5846803.00,33617894.00
Latin America and the Caribbean,Buffaloes,Grassland systems,Milk,114.8,7546258.00,866255168.00,115531249.00,603036177.00,147687742.00,76732240.00,,26556631.00,61810234.00,9944042.00,,588909681.00,14126496.00,59320876.00,7144001.00,377374.00,21333593.00
Latin America and the Caribbean,Buffaloes,Grassland systems,Meat,231.1,12303757.00,2843770310.00,298143709.00,2058612703.00,487013897.00,235641419.00,,103638206.00,337080197.00,37028767.00,,2010135824.00,48476879.00,46295494.00,7719792.00,5469429.00,12284302.00
Latin America and the Caribbean,Buffaloes,Mixed systems,Aggregated,192,12833542.00,2464634276.00,221444461.00,1670899843.00,572289972.00,154368935.00,,68818590.00,427449500.00,29517894.00,,1634059881.00,36839962.00,76021882.00,12063701.00,4707364.00,20786566.00
Latin America and the Caribbean,Buffaloes,Mixed systems,Milk,117.5,4878487.00,573087920.00,70651093.00,381855159.00,120581669.00,42829892.00,,15318078.00,62749152.00,8206280.00,,373451633.00,8403526.00,42514439.00,5674812.00,303775.00,13636333.00
Latin America and the Caribbean,Buffaloes,Mixed systems,Meat,237.8,7955055.00,1891546356.00,150793368.00,1289044685.00,451708303.00,111539043.00,,53500512.00,364700348.00,21311614.00,,1260608248.00,28436436.00,33507443.00,6388889.00,4403589.00,7150233.00
Latin America and the Caribbean,Sheep,Aggregated,Aggregated,221.2,95946240.00,21223608081.00,1262376038.00,16156913771.00,3804318272.00,867532021.00,,348642899.00,3167104524.00,,,15701186585.00,455727187.00,288570850.00,184748794.00,54594833.00,155500390.00
Latin America and the Caribbean,Sheep,Aggregated,Milk,280.7,2156026.00,605128252.00,40922766.00,473385799.00,90819687.00,33277471.00,,5635949.00,73774353.00,,,460956611.00,12429188.00,11409385.00,237370.00,5360545.00,2047380.00
Latin America and the Caribbean,Sheep,Aggregated,Meat,219.8,93790215.00,20618479829.00,1221453272.00,15683527973.00,3713498584.00,834254549.00,,343006949.00,3093330171.00,,,15240229973.00,443297999.00,277161465.00,184511424.00,49234288.00,153453010.00
Latin America and the Caribbean,Sheep,Grassland systems,Aggregated,223.5,64185505.00,14346595640.00,855971062.00,10974384199.00,2516240380.00,591994371.00,,223318027.00,2084019003.00,,,10668272592.00,306111607.00,208903350.00,121705546.00,38119419.00,104151725.00
Latin America and the Caribbean,Sheep,Grassland systems,Milk,287.1,1797270.00,516045970.00,35400394.00,404845628.00,75799949.00,29252359.00,,4707827.00,61616409.00,,,394375175.00,10470452.00,9475712.00,198638.00,4203677.00,1745720.00
Latin America and the Caribbean,Sheep,Grassland systems,Meat,221.7,62388236.00,13830549671.00,820570668.00,10569538571.00,2440440431.00,562742012.00,,218610200.00,2022402594.00,,,10273897417.00,295641155.00,199427637.00,121506908.00,33915743.00,102406005.00
Latin America and the Caribbean,Sheep,Mixed systems,Aggregated,216.5,31760735.00,6877012441.00,406404976.00,5182529572.00,1288077892.00,275537650.00,,125324872.00,1083085520.00,,,5032913993.00,149615580.00,79667500.00,63043248.00,16475413.00,51348665.00
Latin America and the Caribbean,Sheep,Mixed systems,Milk,248.3,358756.00,89082282.00,5522373.00,68540171.00,15019739.00,4025112.00,,928122.00,12157944.00,,,66581436.00,1958735.00,1933673.00,38732.00,1156868.00,301660.00
Latin America and the Caribbean,Sheep,Mixed systems,Meat,216.2,31401979.00,6787930158.00,400882604.00,5113989401.00,1273058153.00,271512537.00,,124396749.00,1070927577.00,,,4966332557.00,147656845.00,77733827.00,63004516.00,15318545.00,51047005.00
Latin America and the Caribbean,Goats,Aggregated,Aggregated,164,45656710.00,7486960436.00,466778741.00,5630443585.00,1389738110.00,285466718.00,,141700462.00,1165398409.00,,,5453437999.00,177005586.00,82639239.00,45572724.00,72356270.00,63383029.00
Latin America and the Caribbean,Goats,Aggregated,Milk,141.9,12927246.00,1834367122.00,111976097.00,1426900352.00,295490673.00,62570764.00,,30298930.00,244955274.00,,,1386366380.00,40533972.00,20236468.00,793014.00,39883191.00,8729128.00
Latin America and the Caribbean,Goats,Aggregated,Meat,172.7,32729464.00,5652593314.00,354802644.00,4203543233.00,1094247437.00,222895953.00,,111401531.00,920443134.00,,,4067071619.00,136471614.00,62402771.00,44779710.00,32473079.00,54653901.00
Latin America and the Caribbean,Goats,Grassland systems,Aggregated,174.2,29692609.00,5173678894.00,318562268.00,3876008517.00,979108108.00,192932426.00,,93328138.00,826224860.00,,,3754084759.00,121923758.00,59555111.00,35038167.00,46997885.00,43593790.00
Latin America and the Caribbean,Goats,Grassland systems,Milk,141.7,7783162.00,1102572233.00,71230565.00,843594086.00,187747583.00,39724598.00,,18258411.00,156182679.00,,,819196901.00,24397185.00,13306493.00,503134.00,24066047.00,6936785.00
Latin America and the Caribbean,Goats,Grassland systems,Meat,185.8,21909448.00,4071106661.00,247331704.00,3032414431.00,791360526.00,153207828.00,,75069727.00,670042181.00,,,2934887858.00,97526573.00,46248617.00,34535032.00,22931839.00,36657005.00
Latin America and the Caribbean,Goats,Mixed systems,Aggregated,144.9,15964101.00,2313281542.00,148216473.00,1754435068.00,410630002.00,92534291.00,,48372324.00,339173549.00,,,1699353240.00,55081828.00,23084129.00,10534558.00,25358385.00,19789239.00
Latin America and the Caribbean,Goats,Mixed systems,Milk,142.3,5144084.00,731794889.00,40745533.00,583306266.00,107743090.00,22846166.00,,12040519.00,88772596.00,,,567169479.00,16136787.00,6929975.00,289880.00,15817144.00,1792343.00
Latin America and the Caribbean,Goats,Mixed systems,Meat,146.2,10820016.00,1581486654.00,107470940.00,1171128802.00,302886912.00,69688126.00,,36331804.00,250400953.00,,,1132183761.00,38945041.00,16154154.00,10244678.00,9541241.00,17996896.00
Latin America and the Caribbean,Pigs,Aggregated,Meat,54.6,1392822455.00,76014473561.00,38102191458.00,21570819040.00,16341463063.00,15668369864.00,1178821699.00,4887092146.00,3507307995.00,19583885240.00,,2935443150.00,17456554191.00,7947062922.00,860692851.00,226537666.00,1762705837.00
Latin America and the Caribbean,Pigs,Backyard systems,Meat,48.1,352601944.00,16970506070.00,1724200074.00,11353671717.00,3892634279.00,1712388070.00,191011135.00,1019858857.00,345804813.00,,,1208662196.00,9953998386.00,2526970609.00,,11812004.00,
Latin America and the Caribbean,Pigs,Intermediate systems,Meat,55.3,240148701.00,13280529722.00,6780223777.00,3432876722.00,3067429224.00,2638451207.00,272566429.00,806821712.00,632033908.00,3639007605.00,,481431963.00,2678878329.00,1628573604.00,124372518.00,22689577.00,355702870.00
Latin America and the Caribbean,Pigs,Industrial systems,Meat,57.2,800071811.00,45763437769.00,29597767607.00,6784270601.00,9381399561.00,11317530587.00,715244135.00,3060411578.00,2529469273.00,15944877634.00,,1245348990.00,4823677477.00,3791518710.00,736320333.00,192036085.00,1407002968.00
Latin America and the Caribbean,Chicken,Aggregated,Aggregated,31.1,4842447841.00,150583003277.00,113933845338.00,6122372787.00,30526785152.00,35371853791.00,187326276.00,10842834411.00,13947525175.00,59100930887.00,,,5935046511.00,5736425566.00,7762281982.00,1520642137.00,10178136541.00
Latin America and the Caribbean,Chicken,Aggregated,Eggs,28.1,1083435809.00,30398338357.00,18312180836.00,4652542961.00,7433614559.00,7111682037.00,135428171.00,2424792755.00,2690456151.00,9438743066.00,,,4517114791.00,2318365654.00,610668041.00,37130965.00,1113956727.00
Latin America and the Caribbean,Chicken,Aggregated,Meat,32,3759012032.00,120184664920.00,95621664502.00,1469829826.00,23093170592.00,28260171754.00,51898105.00,8418041656.00,11257069024.00,49662187820.00,,,1417931721.00,3418059912.00,7151613941.00,1483511172.00,9064179814.00
Latin America and the Caribbean,Chicken,Backyard systems,Aggregated,21.6,97841976.00,2112473045.00,442327496.00,272557779.00,1397587770.00,442327496.00,187326276.00,214838743.00,105072752.00,,,,85231503.00,1077676274.00,,,
Latin America and the Caribbean,Chicken,Backyard systems,Eggs,19.3,80496312.00,1554459957.00,325638995.00,197954608.00,1030866354.00,325638995.00,135428171.00,158273436.00,77373947.00,,,,62526437.00,795218971.00,,,
Latin America and the Caribbean,Chicken,Backyard systems,Meat,32.2,17345664.00,558013088.00,116688501.00,74603171.00,366721416.00,116688501.00,51898105.00,56565307.00,27698806.00,,,,22705066.00,282457303.00,,,
Latin America and the Caribbean,Chicken,Layers,Aggregated,30.8,1085005320.00,33435809142.00,21109746935.00,4972320270.00,7353741937.00,7794586055.00,,2604778672.00,2999143972.00,11237255316.00,,,4972320270.00,1749819293.00,757020401.00,59605867.00,1261279296.00
Latin America and the Caribbean,Chicken,Layers,Eggs,28.8,1002939497.00,28843878400.00,17986541841.00,4454588353.00,6402748205.00,6786043042.00,,2266519318.00,2613082204.00,9438743066.00,,,4454588353.00,1523146683.00,610668041.00,37130965.00,1113956727.00
Latin America and the Caribbean,Chicken,Layers,Meat,56,82065823.00,4591930742.00,3123205094.00,517731917.00,950993731.00,1008543013.00,,338259354.00,386061768.00,1798512250.00,,,517731917.00,226672610.00,146352360.00,22474903.00,147322569.00
Latin America and the Caribbean,Chicken,Broilers,Aggregated,31.4,3659600546.00,115034721090.00,92381770907.00,877494737.00,21775455446.00,27134940240.00,,8023216996.00,10843308450.00,47863675571.00,,,877494737.00,2908929999.00,7005261582.00,1461036269.00,8916857245.00
Latin America and the Caribbean,Chicken,Broilers,Meat,31.4,3659600546.00,115034721090.00,92381770907.00,877494737.00,21775455446.00,27134940240.00,,8023216996.00,10843308450.00,47863675571.00,,,877494737.00,2908929999.00,7005261582.00,1461036269.00,8916857245.00
Near East and North Africa,Cattle,Aggregated,Aggregated,192.8,1914012650.00,368937406362.00,26683560988.00,182025833273.00,160228012100.00,18725089347.00,,8365018378.00,139583889530.00,407820964.00,,176398659844.00,5627173430.00,12279104193.00,1989823048.00,587690844.00,4973136786.00
Near East and North Africa,Cattle,Aggregated,Milk,164.8,1439490637.00,237297819121.00,19626406593.00,116286682461.00,101384730066.00,12530348372.00,,5642282631.00,87791723821.00,347942107.00,,112670797508.00,3615884953.00,7950723614.00,1832067448.00,162255296.00,4753793370.00
Near East and North Africa,Cattle,Aggregated,Meat,277.4,474522013.00,131639587241.00,7057154395.00,65739150812.00,58843282034.00,6194740975.00,,2722735746.00,51792165710.00,59878857.00,,63727862336.00,2011288476.00,4328380578.00,157755599.00,425435547.00,219343416.00
Near East and North Africa,Cattle,Grassland systems,Aggregated,280.5,779282216.00,218598024435.00,14222183504.00,84728672099.00,119647168832.00,11512821961.00,,3849308393.00,113192592121.00,128199848.00,,82377394649.00,2351277450.00,2605268318.00,696801169.00,140186908.00,1744173619.00
Near East and North Africa,Cattle,Grassland systems,Milk,243.4,571026297.00,139000405990.00,9907547910.00,53506638041.00,75586220038.00,7483610525.00,,2510573126.00,71415521341.00,102096211.00,,52019608473.00,1487029568.00,1660125572.00,637635083.00,36923261.00,1647282830.00
Near East and North Africa,Cattle,Grassland systems,Meat,382.2,208255919.00,79597618446.00,4314635594.00,31222034058.00,44060948794.00,4029211435.00,,1338735267.00,41777070781.00,26103637.00,,30357786176.00,864247882.00,945142747.00,59166086.00,103263647.00,96890789.00
Near East and North Africa,Cattle,Mixed systems,Aggregated,132.5,1134730434.00,150339381926.00,12461377484.00,97297161174.00,40580843268.00,7212267386.00,,4515709985.00,26391297409.00,279621116.00,,94021265195.00,3275895979.00,9673835875.00,1293021879.00,447503936.00,3228963167.00
Near East and North Africa,Cattle,Mixed systems,Milk,113.2,868464339.00,98297413131.00,9718858683.00,62780044420.00,25798510028.00,5046737846.00,,3131709506.00,16376202480.00,245845895.00,,60651189035.00,2128855385.00,6290598043.00,1194432365.00,125332036.00,3106510540.00
Near East and North Africa,Cattle,Mixed systems,Meat,195.5,266266095.00,52041968795.00,2742518801.00,34517116754.00,14782333240.00,2165529540.00,,1384000479.00,10015094929.00,33775220.00,,33370076160.00,1147040594.00,3383237832.00,98589514.00,322171900.00,122452627.00
Near East and North Africa,Cattle,Feedlots,Aggregated,0,,,,,,,,,,,,,,,,,
Near East and North Africa,Cattle,Feedlots,Meat,0,,,,,,,,,,,,,,,,,
Near East and North Africa,Buffaloes,Aggregated,Aggregated,189.7,156524783.00,29695570704.00,3803006553.00,14813068058.00,11079496093.00,3111925494.00,,4629699335.00,5647635080.00,18629882.00,,14466713618.00,346354440.00,802161679.00,142186325.00,14864556.00,515400295.00
Near East and North Africa,Buffaloes,Aggregated,Milk,131.5,118590753.00,15592729279.00,2639992172.00,8527634089.00,4425103017.00,2012849226.00,,1595162659.00,2296132932.00,,,8319696258.00,207937832.00,533807427.00,122623182.00,3962511.00,500557253.00
Near East and North Africa,Buffaloes,Aggregated,Meat,371.8,37934030.00,14102841426.00,1163014381.00,6285433968.00,6654393076.00,1099076268.00,,3034536676.00,3351502148.00,18629882.00,,6147017360.00,138416608.00,268354252.00,19563143.00,10902046.00,14843042.00
Near East and North Africa,Buffaloes,Grassland systems,Aggregated,294.4,60320363.00,17759198348.00,1992240974.00,6801591685.00,8965365689.00,1738517345.00,,3516352895.00,5219329653.00,17638942.00,,6609088559.00,192503126.00,229683142.00,48995809.00,4726370.00,182362508.00
